log level: INFO
Words to send: 2689
connecting...
will reset reader state on connect
will start inventory on connect
using antennas: (1,)
Read EPC: 133703026460a2, 4
Read EPC: 133703026460a2, 4
Read EPC: 133703026460a2, 4
Read EPC: 133703026460a2, 4
Read EPC: 133703026460a2, 4
Read EPC: 133703026460a2, 4
Read EPC: 133703026460a2, 4
Read EPC: 133703026460a2, 4
Read EPC: 133703026462da, 0
Next block: 03026464cd(50/2689) --- Time elapsed: 13.275 secs
Read EPC: 133703026462da, 4
Read EPC: 133703026462da, 4
Read EPC: 133703026462da, 0
Read EPC: 133703026462da, 4
Read EPC: 133703026462da, 0
Read EPC: 133703026462da, 4
Read EPC: 133703026462da, 2
Read EPC: 133703026462da, 0
Read EPC: 133703026462da, 4
Read EPC: 133703026464cd, 4
Next block: 030264667c(51/2689) --- Time elapsed: 13.526 secs
Read EPC: 133703026464cd, 4
Read EPC: 133703026464cd, 4
Read EPC: 133703026464cd, 3
Read EPC: 133703026464cd, 4
Read EPC: 133703026464cd, 4
Read EPC: 133703026464cd, 4
Read EPC: 133703026464cd, 4
Read EPC: 133703026464cd, 4
Read EPC: 133703026464cd, 4
Read EPC: 133703026464cd, 4
Read EPC: 133703026464cd, 4
Read EPC: 133703026464cd, 4
Read EPC: 133703026464cd, 4
Read EPC: 133703026464cd, 4
Read EPC: 1337030264667c, 4
Next block: 030264686f(52/2689) --- Time elapsed: 13.795 secs
Read EPC: 1337030264667c, 4
Read EPC: 1337030264667c, 4
Read EPC: 1337030264667c, 4
Read EPC: 1337030264667c, 4
Read EPC: 1337030264667c, 4
Read EPC: 1337030264667c, 4
Read EPC: 1337030264667c, 1
Read EPC: 1337030264667c, 4
Read EPC: 1337030264667c, 4
Read EPC: 1337030264667c, 4
Read EPC: 1337030264667c, 4
Read EPC: 1337030264667c, 4
Read EPC: 1337030264667c, 4
Read EPC: 1337030264667c, 4
Read EPC: 1337030264686f, 4
Next block: 0302646aa6(53/2689) --- Time elapsed: 14.045 secs
Read EPC: 1337030264686f, 4
Read EPC: 1337030264686f, 4
Read EPC: 1337030264686f, 4
Read EPC: 1337030264686f, 4
Read EPC: 1337030264686f, 4
Read EPC: 1337030264686f, 4
Read EPC: 1337030264686f, 0
Read EPC: 1337030264686f, 4
Read EPC: 1337030264686f, 4
Read EPC: 1337030264686f, 4
Read EPC: 1337030264686f, 4
Read EPC: 1337030264686f, 3
Read EPC: 1337030264686f, 2
Read EPC: 1337030264686f, 0
Read EPC: 1337030264686f, 4
Read EPC: 13370302646aa6, 4
Next block: 0302646c99(54/2689) --- Time elapsed: 14.321 secs
Read EPC: 13370302646aa6, 4
Read EPC: 13370302646aa6, 4
Read EPC: 13370302646aa6, 4
Read EPC: 13370302646aa6, 4
Read EPC: 13370302646aa6, 4
Read EPC: 13370302646aa6, 4
Read EPC: 13370302646aa6, 4
Read EPC: 13370302646aa6, 4
Read EPC: 13370302646aa6, 4
Read EPC: 13370302646aa6, 4
Read EPC: 13370302646aa6, 4
Read EPC: 13370302646aa6, 4
Read EPC: 13370302646aa6, 4
Read EPC: 13370302646c99, 4
Next block: 0302646e48(55/2689) --- Time elapsed: 14.566 secs
Read EPC: 13370302646c99, 4
Read EPC: 13370302646c99, 4
Read EPC: 13370302646c99, 4
Read EPC: 13370302646c99, 4
Read EPC: 13370302646c99, 4
Read EPC: 13370302646c99, 4
Read EPC: 13370302646c99, 4
Read EPC: 13370302646c99, 4
Read EPC: 13370302646c99, 4
Read EPC: 13370302646c99, 4
Read EPC: 13370302646c99, 4
Read EPC: 13370302646c99, 4
Read EPC: 13370302646c99, 4
Read EPC: 13370302646c99, 4
Read EPC: 13370302646e48, 1
Next block: 030264703b(56/2689) --- Time elapsed: 14.825 secs
Read EPC: 13370302646e48, 4
Read EPC: 13370302646e48, 2
Read EPC: 13370302646e48, 4
Read EPC: 13370302646e48, 0
Read EPC: 13370302646e48, 1
Read EPC: 13370302646e48, 4
Read EPC: 13370302646e48, 1
Read EPC: 13370302646e48, 4
Read EPC: 1337030264703b, 4
Next block: 0302647264(57/2689) --- Time elapsed: 15.076 secs
Read EPC: 1337030264703b, 4
Read EPC: 1337030264703b, 4
Read EPC: 1337030264703b, 4
Read EPC: 1337030264703b, 4
Read EPC: 1337030264703b, 4
Read EPC: 1337030264703b, 4
Read EPC: 1337030264703b, 4
Read EPC: 1337030264703b, 4
Read EPC: 1337030264703b, 4
Read EPC: 1337030264703b, 4
Read EPC: 1337030264703b, 4
Read EPC: 1337030264703b, 4
Read EPC: 1337030264703b, 4
Read EPC: 1337030264703b, 4
Read EPC: 13370302647264, 2
Next block: 0302647475(58/2689) --- Time elapsed: 15.335 secs
Read EPC: 13370302647264, 4
Read EPC: 13370302647264, 4
Read EPC: 13370302647264, 4
Read EPC: 13370302647264, 4
Read EPC: 13370302647264, 4
Read EPC: 13370302647264, 4
Read EPC: 13370302647264, 4
Read EPC: 13370302647264, 4
Read EPC: 13370302647264, 4
Read EPC: 13370302647264, 2
Read EPC: 13370302647264, 4
Read EPC: 13370302647264, 4
Read EPC: 13370302647264, 4
Read EPC: 13370302647264, 4
Read EPC: 13370302647475, 4
Next block: 0302647606(59/2689) --- Time elapsed: 15.586 secs
Read EPC: 13370302647475, 4
Read EPC: 13370302647475, 4
Read EPC: 13370302647475, 4
Read EPC: 13370302647475, 4
Read EPC: 13370302647475, 4
Read EPC: 13370302647475, 4
Read EPC: 13370302647475, 4
Read EPC: 13370302647475, 4
Read EPC: 13370302647475, 4
Read EPC: 13370302647475, 4
Read EPC: 13370302647475, 4
Read EPC: 13370302647475, 4
Read EPC: 13370302647475, 4
Read EPC: 13370302647475, 4
Read EPC: 13370302647606, 4
Next block: 0302647817(60/2689) --- Time elapsed: 15.845 secs
Read EPC: 13370302647606, 4
Read EPC: 13370302647606, 2
Read EPC: 13370302647606, 4
Read EPC: 13370302647606, 4
Read EPC: 13370302647606, 4
Read EPC: 13370302647606, 4
Read EPC: 13370302647606, 4
Read EPC: 13370302647606, 3
Read EPC: 13370302647606, 4
Read EPC: 13370302647606, 4
Read EPC: 13370302647606, 4
Read EPC: 13370302647606, 4
Read EPC: 13370302647606, 4
Read EPC: 13370302647606, 4
Read EPC: 13370302647817, 4
Next block: 0302647a30(61/2689) --- Time elapsed: 16.096 secs
Read EPC: 13370302647817, 4
Read EPC: 13370302647817, 4
Read EPC: 13370302647817, 4
Read EPC: 13370302647817, 4
Read EPC: 13370302647817, 4
Read EPC: 13370302647817, 4
Read EPC: 13370302647817, 4
Read EPC: 13370302647817, 4
Read EPC: 13370302647817, 4
Read EPC: 13370302647817, 4
Read EPC: 13370302647817, 4
Read EPC: 13370302647817, 4
Read EPC: 13370302647817, 4
Read EPC: 13370302647817, 4
Read EPC: 13370302647a30, 4
Next block: 0302647c41(62/2689) --- Time elapsed: 16.366 secs
Read EPC: 13370302647a30, 4
Read EPC: 13370302647a30, 2
Read EPC: 13370302647a30, 4
Read EPC: 13370302647a30, 4
Read EPC: 13370302647a30, 4
Read EPC: 13370302647a30, 4
Read EPC: 13370302647a30, 4
Read EPC: 13370302647a30, 4
Read EPC: 13370302647a30, 4
Read EPC: 13370302647a30, 4
Read EPC: 13370302647a30, 4
Read EPC: 13370302647a30, 4
Read EPC: 13370302647a30, 4
Read EPC: 13370302647a30, 4
Read EPC: 13370302647c41, 4
Next block: 0302647ed2(63/2689) --- Time elapsed: 16.616 secs
Read EPC: 13370302647c41, 4
Read EPC: 13370302647c41, 4
Read EPC: 13370302647c41, 0
Read EPC: 13370302647c41, 4
Read EPC: 13370302647c41, 4
Read EPC: 13370302647c41, 4
Read EPC: 13370302647c41, 1
Read EPC: 13370302647c41, 4
Read EPC: 13370302647c41, 4
Read EPC: 13370302647c41, 4
Read EPC: 13370302647c41, 1
Read EPC: 13370302647c41, 2
Read EPC: 13370302647c41, 4
Read EPC: 13370302647ed2, 4
Next block: 03026480e3(64/2689) --- Time elapsed: 16.881 secs
Read EPC: 13370302647ed2, 4
Read EPC: 13370302647ed2, 4
Read EPC: 13370302647ed2, 4
Read EPC: 13370302647ed2, 4
Read EPC: 13370302647ed2, 4
Read EPC: 13370302647ed2, 4
Read EPC: 13370302647ed2, 4
Read EPC: 13370302647ed2, 4
Read EPC: 13370302647ed2, 4
Read EPC: 13370302647ed2, 4
Read EPC: 13370302647ed2, 4
Read EPC: 13370302647ed2, 4
Read EPC: 13370302647ed2, 4
Read EPC: 133703026480e3, 4
Next block: 03026482fd(65/2689) --- Time elapsed: 17.125 secs
Read EPC: 133703026480e3, 4
Read EPC: 133703026480e3, 4
Read EPC: 133703026480e3, 1
Read EPC: 133703026480e3, 3
Read EPC: 133703026480e3, 4
Read EPC: 133703026480e3, 4
Read EPC: 133703026480e3, 4
Read EPC: 133703026480e3, 4
Read EPC: 133703026480e3, 4
Read EPC: 133703026480e3, 4
Read EPC: 133703026480e3, 2
Read EPC: 133703026480e3, 4
Read EPC: 133703026480e3, 0
Read EPC: 133703026480e3, 4
Read EPC: 133703026482fd, 4
Next block: 030264840e(66/2689) --- Time elapsed: 17.401 secs
Read EPC: 133703026482fd, 4
Read EPC: 133703026482fd, 4
Read EPC: 133703026482fd, 4
Read EPC: 133703026482fd, 4
Read EPC: 133703026482fd, 4
Read EPC: 133703026482fd, 2
Read EPC: 133703026482fd, 4
Read EPC: 133703026482fd, 4
Read EPC: 133703026482fd, 4
Read EPC: 133703026482fd, 1
Read EPC: 133703026482fd, 4
Read EPC: 133703026482fd, 4
Read EPC: 133703026482fd, 4
Read EPC: 1337030264840e, 4
Next block: 030264869f(67/2689) --- Time elapsed: 17.645 secs
Read EPC: 1337030264840e, 4
Read EPC: 1337030264840e, 4
Read EPC: 1337030264840e, 4
Read EPC: 1337030264840e, 2
Read EPC: 1337030264840e, 4
Read EPC: 1337030264840e, 0
Read EPC: 1337030264840e, 0
Read EPC: 1337030264840e, 0
Read EPC: 1337030264840e, 0
Read EPC: 1337030264840e, 4
Read EPC: 1337030264869f, 0
Next block: 03026488b0(68/2689) --- Time elapsed: 17.925 secs
Read EPC: 1337030264869f, 4
Read EPC: 1337030264869f, 4
Read EPC: 1337030264869f, 4
Read EPC: 1337030264869f, 4
Read EPC: 1337030264869f, 4
Read EPC: 1337030264869f, 4
Read EPC: 1337030264869f, 4
Read EPC: 1337030264869f, 4
Read EPC: 1337030264869f, 4
Read EPC: 1337030264869f, 4
Read EPC: 1337030264869f, 4
Read EPC: 1337030264869f, 4
Read EPC: 1337030264869f, 0
Read EPC: 1337030264869f, 4
Read EPC: 133703026488b0, 4
Next block: 0302648ac9(69/2689) --- Time elapsed: 18.175 secs
Read EPC: 133703026488b0, 4
Read EPC: 133703026488b0, 4
Read EPC: 133703026488b0, 4
Read EPC: 133703026488b0, 1
Read EPC: 133703026488b0, 4
Read EPC: 133703026488b0, 4
Read EPC: 133703026488b0, 4
Read EPC: 133703026488b0, 4
Read EPC: 133703026488b0, 2
Read EPC: 133703026488b0, 4
Read EPC: 133703026488b0, 3
Read EPC: 133703026488b0, 4
Read EPC: 133703026488b0, 4
Read EPC: 13370302648ac9, 4
Next block: 0302648cda(70/2689) --- Time elapsed: 18.456 secs
Read EPC: 13370302648ac9, 0
Read EPC: 13370302648ac9, 4
Read EPC: 13370302648ac9, 4
Read EPC: 13370302648ac9, 4
Read EPC: 13370302648ac9, 4
Read EPC: 13370302648ac9, 4
Read EPC: 13370302648ac9, 4
Read EPC: 13370302648ac9, 4
Read EPC: 13370302648ac9, 4
Read EPC: 13370302648ac9, 4
Read EPC: 13370302648ac9, 4
Read EPC: 13370302648ac9, 4
Read EPC: 13370302648ac9, 4
Read EPC: 13370302648ac9, 4
Read EPC: 13370302648cda, 4
Next block: 0302648e6b(71/2689) --- Time elapsed: 18.706 secs
Read EPC: 13370302648cda, 4
Read EPC: 13370302648cda, 4
Read EPC: 13370302648cda, 4
Read EPC: 13370302648cda, 3
Read EPC: 13370302648cda, 4
Read EPC: 13370302648cda, 4
Read EPC: 13370302648cda, 4
Read EPC: 13370302648cda, 4
Read EPC: 13370302648cda, 4
Read EPC: 13370302648cda, 4
Read EPC: 13370302648cda, 0
Read EPC: 13370302648cda, 4
Read EPC: 13370302648cda, 4
Read EPC: 13370302648cda, 0
Read EPC: 13370302648cda, 4
Read EPC: 13370302648e6b, 4
Next block: 030264907c(72/2689) --- Time elapsed: 18.971 secs
Read EPC: 13370302648e6b, 4
Read EPC: 13370302648e6b, 4
Read EPC: 13370302648e6b, 4
Read EPC: 13370302648e6b, 4
Read EPC: 13370302648e6b, 4
Read EPC: 13370302648e6b, 4
Read EPC: 13370302648e6b, 4
Read EPC: 13370302648e6b, 4
Read EPC: 13370302648e6b, 4
Read EPC: 13370302648e6b, 4
Read EPC: 13370302648e6b, 3
Read EPC: 13370302648e6b, 4
Read EPC: 13370302648e6b, 1
Read EPC: 13370302648e6b, 4
Read EPC: 1337030264907c, 4
Next block: 0302649207(73/2689) --- Time elapsed: 19.222 secs
Read EPC: 1337030264907c, 4
Read EPC: 1337030264907c, 4
Read EPC: 1337030264907c, 4
Read EPC: 1337030264907c, 4
Read EPC: 1337030264907c, 4
Read EPC: 1337030264907c, 4
Read EPC: 1337030264907c, 4
Read EPC: 1337030264907c, 4
Read EPC: 1337030264907c, 4
Read EPC: 1337030264907c, 4
Read EPC: 1337030264907c, 4
Read EPC: 1337030264907c, 4
Read EPC: 1337030264907c, 4
Read EPC: 13370302649207, 4
Next block: 030264943a(74/2689) --- Time elapsed: 19.485 secs
Read EPC: 13370302649207, 4
Read EPC: 13370302649207, 4
Read EPC: 13370302649207, 4
Read EPC: 13370302649207, 4
Read EPC: 13370302649207, 4
Read EPC: 13370302649207, 4
Read EPC: 13370302649207, 4
Read EPC: 13370302649207, 4
Read EPC: 13370302649207, 4
Read EPC: 13370302649207, 4
Read EPC: 13370302649207, 4
Read EPC: 13370302649207, 4
Read EPC: 13370302649207, 4
Read EPC: 13370302649207, 4
Read EPC: 1337030264943a, 4
Next block: 03026496ed(75/2689) --- Time elapsed: 19.735 secs
Read EPC: 1337030264943a, 4
Read EPC: 1337030264943a, 4
Read EPC: 1337030264943a, 4
Read EPC: 1337030264943a, 4
Read EPC: 1337030264943a, 4
Read EPC: 1337030264943a, 4
Read EPC: 1337030264943a, 4
Read EPC: 1337030264943a, 4
Read EPC: 1337030264943a, 4
Read EPC: 1337030264943a, 4
Read EPC: 1337030264943a, 4
Read EPC: 1337030264943a, 4
Read EPC: 1337030264943a, 4
Read EPC: 1337030264943a, 4
Read EPC: 133703026496ed, 1
Next block: 0302649820(76/2689) --- Time elapsed: 20.005 secs
Read EPC: 133703026496ed, 4
Read EPC: 133703026496ed, 4
Read EPC: 133703026496ed, 4
Read EPC: 133703026496ed, 4
Read EPC: 133703026496ed, 4
Read EPC: 133703026496ed, 4
Read EPC: 133703026496ed, 4
Read EPC: 133703026496ed, 4
Read EPC: 133703026496ed, 4
Read EPC: 133703026496ed, 4
Read EPC: 133703026496ed, 4
Read EPC: 133703026496ed, 4
Read EPC: 133703026496ed, 4
Read EPC: 133703026496ed, 4
Read EPC: 13370302649820, 4
Next block: 0302649a4b(77/2689) --- Time elapsed: 20.255 secs
Read EPC: 13370302649820, 4
Read EPC: 13370302649820, 4
Read EPC: 13370302649820, 4
Read EPC: 13370302649820, 4
Read EPC: 13370302649820, 4
Read EPC: 13370302649820, 4
Read EPC: 13370302649820, 4
Read EPC: 13370302649820, 0
Read EPC: 13370302649820, 1
Read EPC: 13370302649820, 1
Read EPC: 13370302649820, 4
Read EPC: 13370302649820, 4
Read EPC: 13370302649820, 4
Read EPC: 13370302649820, 4
Read EPC: 13370302649a4b, 4
Next block: 0302649c7e(78/2689) --- Time elapsed: 20.535 secs
Read EPC: 13370302649a4b, 4
Read EPC: 13370302649a4b, 3
Read EPC: 13370302649a4b, 4
Read EPC: 13370302649a4b, 3
Read EPC: 13370302649a4b, 4
Read EPC: 13370302649a4b, 4
Read EPC: 13370302649a4b, 4
Read EPC: 13370302649a4b, 0
Read EPC: 13370302649a4b, 4
Read EPC: 13370302649a4b, 4
Read EPC: 13370302649a4b, 4
Read EPC: 13370302649a4b, 4
Read EPC: 13370302649a4b, 0
Read EPC: 13370302649a4b, 4
Read EPC: 13370302649c7e, 4
Next block: 0302649e31(79/2689) --- Time elapsed: 20.786 secs
Read EPC: 13370302649c7e, 4
Read EPC: 13370302649c7e, 4
Read EPC: 13370302649c7e, 4
Read EPC: 13370302649c7e, 4
Read EPC: 13370302649c7e, 4
Read EPC: 13370302649c7e, 4
Read EPC: 13370302649c7e, 4
Read EPC: 13370302649c7e, 4
Read EPC: 13370302649c7e, 4
Read EPC: 13370302649c7e, 4
Read EPC: 13370302649c7e, 4
Read EPC: 13370302649c7e, 4
Read EPC: 13370302649c7e, 4
Read EPC: 13370302649c7e, 4
Read EPC: 13370302649e31, 4
Next block: 030264a064(80/2689) --- Time elapsed: 21.055 secs
Read EPC: 13370302649e31, 4
Read EPC: 13370302649e31, 4
Read EPC: 13370302649e31, 4
Read EPC: 13370302649e31, 4
Read EPC: 13370302649e31, 2
Read EPC: 13370302649e31, 4
Read EPC: 13370302649e31, 4
Read EPC: 13370302649e31, 4
Read EPC: 13370302649e31, 4
Read EPC: 13370302649e31, 4
Read EPC: 13370302649e31, 2
Read EPC: 13370302649e31, 4
Read EPC: 13370302649e31, 4
Read EPC: 13370302649e31, 4
Read EPC: 1337030264a064, 4
Next block: 030264a2a0(81/2689) --- Time elapsed: 21.306 secs
Read EPC: 1337030264a064, 4
Read EPC: 1337030264a064, 4
Read EPC: 1337030264a064, 4
Read EPC: 1337030264a064, 4
Read EPC: 1337030264a064, 4
Read EPC: 1337030264a064, 4
Read EPC: 1337030264a064, 4
Read EPC: 1337030264a064, 4
Read EPC: 1337030264a064, 4
Read EPC: 1337030264a064, 4
Read EPC: 1337030264a064, 4
Read EPC: 1337030264a064, 4
Read EPC: 1337030264a064, 4
Read EPC: 1337030264a064, 4
Read EPC: 1337030264a2a0, 4
Next block: 030264a4d3(82/2689) --- Time elapsed: 21.566 secs
Read EPC: 1337030264a2a0, 4
Read EPC: 1337030264a2a0, 4
Read EPC: 1337030264a2a0, 4
Read EPC: 1337030264a2a0, 4
Read EPC: 1337030264a2a0, 4
Read EPC: 1337030264a2a0, 4
Read EPC: 1337030264a2a0, 4
Read EPC: 1337030264a2a0, 4
Read EPC: 1337030264a2a0, 4
Read EPC: 1337030264a2a0, 4
Read EPC: 1337030264a2a0, 4
Read EPC: 1337030264a2a0, 4
Read EPC: 1337030264a2a0, 4
Read EPC: 1337030264a2a0, 4
Read EPC: 1337030264a4d3, 4
Next block: 030264a686(83/2689) --- Time elapsed: 21.816 secs
Read EPC: 1337030264a4d3, 4
Read EPC: 1337030264a4d3, 4
Read EPC: 1337030264a4d3, 4
Read EPC: 1337030264a4d3, 4
Read EPC: 1337030264a4d3, 4
Read EPC: 1337030264a4d3, 4
Read EPC: 1337030264a4d3, 4
Read EPC: 1337030264a4d3, 4
Read EPC: 1337030264a4d3, 4
Read EPC: 1337030264a4d3, 4
Read EPC: 1337030264a4d3, 4
Read EPC: 1337030264a4d3, 4
Read EPC: 1337030264a4d3, 4
Read EPC: 1337030264a4d3, 4
Read EPC: 1337030264a686, 4
Next block: 030264a8b9(84/2689) --- Time elapsed: 22.075 secs
Read EPC: 1337030264a686, 4
Read EPC: 1337030264a686, 3
Read EPC: 1337030264a686, 4
Read EPC: 1337030264a686, 1
Read EPC: 1337030264a686, 4
Read EPC: 1337030264a686, 4
Read EPC: 1337030264a686, 4
Read EPC: 1337030264a686, 4
Read EPC: 1337030264a686, 4
Read EPC: 1337030264a686, 4
Read EPC: 1337030264a686, 4
Read EPC: 1337030264a686, 0
Read EPC: 1337030264a686, 4
Read EPC: 1337030264a8b9, 4
Next block: 030264aae4(85/2689) --- Time elapsed: 22.326 secs
Read EPC: 1337030264a8b9, 4
Read EPC: 1337030264a8b9, 4
Read EPC: 1337030264a8b9, 4
Read EPC: 1337030264a8b9, 4
Read EPC: 1337030264a8b9, 4
Read EPC: 1337030264a8b9, 2
Read EPC: 1337030264a8b9, 3
Read EPC: 1337030264a8b9, 4
Read EPC: 1337030264a8b9, 4
Read EPC: 1337030264a8b9, 4
Read EPC: 1337030264a8b9, 4
Read EPC: 1337030264a8b9, 4
Read EPC: 1337030264a8b9, 2
Read EPC: 1337030264a8b9, 4
Read EPC: 1337030264aae4, 4
Next block: 030264ac17(86/2689) --- Time elapsed: 22.586 secs
Read EPC: 1337030264aae4, 4
Read EPC: 1337030264aae4, 4
Read EPC: 1337030264aae4, 4
Read EPC: 1337030264aae4, 2
Read EPC: 1337030264aae4, 4
Read EPC: 1337030264aae4, 4
Read EPC: 1337030264aae4, 4
Read EPC: 1337030264aae4, 4
Read EPC: 1337030264aae4, 4
Read EPC: 1337030264aae4, 4
Read EPC: 1337030264aae4, 4
Read EPC: 1337030264aae4, 4
Read EPC: 1337030264ac17, 4
Next block: 030264aeca(87/2689) --- Time elapsed: 22.836 secs
Read EPC: 1337030264ac17, 4
Read EPC: 1337030264ac17, 4
Read EPC: 1337030264ac17, 4
Read EPC: 1337030264ac17, 4
Read EPC: 1337030264ac17, 4
Read EPC: 1337030264ac17, 4
Read EPC: 1337030264ac17, 4
Read EPC: 1337030264ac17, 4
Read EPC: 1337030264ac17, 4
Read EPC: 1337030264ac17, 2
Read EPC: 1337030264ac17, 4
Read EPC: 1337030264ac17, 4
Read EPC: 1337030264ac17, 4
Read EPC: 1337030264ac17, 4
Read EPC: 1337030264aeca, 4
Next block: 030264b0fd(88/2689) --- Time elapsed: 23.096 secs
Read EPC: 1337030264aeca, 4
Read EPC: 1337030264aeca, 4
Read EPC: 1337030264aeca, 4
Read EPC: 1337030264aeca, 4
Read EPC: 1337030264aeca, 4
Read EPC: 1337030264aeca, 4
Read EPC: 1337030264aeca, 4
Read EPC: 1337030264aeca, 4
Read EPC: 1337030264aeca, 4
Read EPC: 1337030264aeca, 4
Read EPC: 1337030264aeca, 4
Read EPC: 1337030264aeca, 4
Read EPC: 1337030264aeca, 4
Read EPC: 1337030264aeca, 4
Read EPC: 1337030264b0fd, 4
Next block: 030264b26a(89/2689) --- Time elapsed: 23.347 secs
Read EPC: 1337030264b0fd, 4
Read EPC: 1337030264b0fd, 4
Read EPC: 1337030264b0fd, 4
Read EPC: 1337030264b0fd, 4
Read EPC: 1337030264b0fd, 4
Read EPC: 1337030264b0fd, 4
Read EPC: 1337030264b0fd, 4
Read EPC: 1337030264b0fd, 4
Read EPC: 1337030264b0fd, 4
Read EPC: 1337030264b0fd, 4
Read EPC: 1337030264b0fd, 4
Read EPC: 1337030264b0fd, 4
Read EPC: 1337030264b0fd, 4
Read EPC: 1337030264b0fd, 3
Read EPC: 1337030264b0fd, 4
Read EPC: 1337030264b26a, 4
Next block: 030264b43b(90/2689) --- Time elapsed: 23.612 secs
Read EPC: 1337030264b26a, 4
Read EPC: 1337030264b26a, 4
Read EPC: 1337030264b26a, 4
Read EPC: 1337030264b26a, 4
Read EPC: 1337030264b26a, 4
Read EPC: 1337030264b26a, 4
Read EPC: 1337030264b26a, 4
Read EPC: 1337030264b26a, 4
Read EPC: 1337030264b26a, 1
Read EPC: 1337030264b26a, 0
Read EPC: 1337030264b26a, 4
Read EPC: 1337030264b26a, 4
Read EPC: 1337030264b43b, 4
Next block: 030264b650(91/2689) --- Time elapsed: 23.856 secs
Read EPC: 1337030264b43b, 4
Read EPC: 1337030264b43b, 4
Read EPC: 1337030264b43b, 4
Read EPC: 1337030264b43b, 4
Read EPC: 1337030264b43b, 4
Read EPC: 1337030264b43b, 4
Read EPC: 1337030264b43b, 4
Read EPC: 1337030264b43b, 4
Read EPC: 1337030264b43b, 4
Read EPC: 1337030264b43b, 4
Read EPC: 1337030264b43b, 0
Read EPC: 1337030264b43b, 4
Read EPC: 1337030264b43b, 4
Read EPC: 1337030264b43b, 0
Read EPC: 1337030264b43b, 3
Read EPC: 1337030264b43b, 4
Read EPC: 1337030264b650, 4
Next block: 030264b821(92/2689) --- Time elapsed: 24.138 secs
Read EPC: 1337030264b650, 4
Read EPC: 1337030264b650, 4
Read EPC: 1337030264b650, 4
Read EPC: 1337030264b650, 4
Read EPC: 1337030264b650, 4
Read EPC: 1337030264b650, 4
Read EPC: 1337030264b650, 4
Read EPC: 1337030264b650, 4
Read EPC: 1337030264b650, 4
Read EPC: 1337030264b650, 4
Read EPC: 1337030264b650, 4
Read EPC: 1337030264b650, 4
Read EPC: 1337030264b821, 4
Next block: 030264baae(93/2689) --- Time elapsed: 24.377 secs
Read EPC: 1337030264b821, 4
Read EPC: 1337030264b821, 4
Read EPC: 1337030264b821, 4
Read EPC: 1337030264b821, 4
Read EPC: 1337030264b821, 4
Read EPC: 1337030264b821, 1
Read EPC: 1337030264b821, 4
Read EPC: 1337030264b821, 4
Read EPC: 1337030264b821, 4
Read EPC: 1337030264b821, 4
Read EPC: 1337030264b821, 4
Read EPC: 1337030264b821, 4
Read EPC: 1337030264b821, 4
Read EPC: 1337030264b821, 4
Read EPC: 1337030264baae, 4
Next block: 030264bc7f(94/2689) --- Time elapsed: 24.636 secs
Read EPC: 1337030264baae, 2
Read EPC: 1337030264baae, 4
Read EPC: 1337030264baae, 4
Read EPC: 1337030264baae, 4
Read EPC: 1337030264baae, 4
Read EPC: 1337030264baae, 4
Read EPC: 1337030264baae, 4
Read EPC: 1337030264baae, 4
Read EPC: 1337030264baae, 4
Read EPC: 1337030264baae, 4
Read EPC: 1337030264baae, 4
Read EPC: 1337030264baae, 0
Read EPC: 1337030264baae, 4
Read EPC: 1337030264baae, 4
Read EPC: 1337030264bc7f, 4
Next block: 030264be94(95/2689) --- Time elapsed: 24.886 secs
Read EPC: 1337030264bc7f, 3
Read EPC: 1337030264bc7f, 0
Read EPC: 1337030264bc7f, 4
Read EPC: 1337030264bc7f, 4
Read EPC: 1337030264bc7f, 4
Read EPC: 1337030264bc7f, 4
